2024-05-31 14:55:31.396225	JV		1775		2167.28		30.84		29.18		0.90		1775		0.90		-74.36
2024-05-31 14:55:31.676841	JV		1770		2161.17		30.84		29.20		0.90		1770		0.90		-74.36
2024-05-31 14:55:31.918931	JV		1765		2155.07		30.84		29.20		0.90		1765		0.90		-74.36
2024-05-31 14:55:32.161032	JV		1760		2148.96		30.85		29.20		0.90		1765		0.90		-74.36
2024-05-31 14:55:32.403207	JV		1755		2142.86		30.85		29.21		0.90		1755		0.90		-74.36
2024-05-31 14:55:32.645310	JV		1750		2136.75		30.85		29.20		0.90		1755		0.90		-74.36
2024-05-31 14:55:32.887480	JV		1745		2130.65		30.85		29.19		0.90		1755		0.90		-74.36
2024-05-31 14:55:33.129665	JV		1740		2124.54		30.85		29.18		0.90		1755		0.90		-74.36
2024-05-31 14:55:33.371771	JV		1735		2118.44		30.85		29.19		0.90		1755		0.90		-74.36
2024-05-31 14:55:33.614020	JV		1730		2112.33		30.84		29.20		0.90		1755		0.90		-74.36
2024-05-31 14:55:33.856178	JV		1725		2106.23		32.18		29.23		0.94		1725		0.94		-74.36
2024-05-31 14:55:34.098762	JV		1720		2100.12		34.58		29.23		1.01		1720		1.01		-74.36
2024-05-31 14:55:34.341619	JV		1715		2094.02		35.45		29.24		1.04		1715		1.04		-74.36
2024-05-31 14:55:34.584640	JV		1710		2087.91		38.65		29.22		1.13		1710		1.13		-74.36
2024-05-31 14:55:34.827672	JV		1705		2081.81		39.52		29.22		1.15		1705		1.15		-74.36
2024-05-31 14:55:35.070341	JV		1700		2075.70		42.79		29.23		1.25		1700		1.25		-74.36
2024-05-31 14:55:35.313426	JV		1695		2069.60		45.39		29.26		1.33		1695		1.33		-74.36
2024-05-31 14:55:35.556438	JV		1690		2063.49		47.52		29.26		1.39		1690		1.39		-74.36
2024-05-31 14:55:35.799517	JV		1685		2057.39		51.39		29.27		1.50		1685		1.50		-74.36
2024-05-31 14:55:36.042528	JV		1680		2051.28		55.26		29.27		1.62		1680		1.62		-74.36
2024-05-31 14:55:36.285381	JV		1675		2045.18		60.32		29.28		1.77		1675		1.77		-74.36
2024-05-31 14:55:36.528479	JV		1670		2039.07		66.72		29.29		1.95		1670		1.95		-74.36
2024-05-31 14:55:36.771464	JV		1665		2032.97		74.39		29.27		2.18		1665		2.18		-74.36
2024-05-31 14:55:37.014694	JV		1660		2026.86		84.26		29.28		2.47		1660		2.47		-74.36
2024-05-31 14:55:37.257504	JV		1655		2020.76		98.59		29.28		2.89		1655		2.89		-74.36
2024-05-31 14:55:37.500375	JV		1650		2014.65		120.32		29.29		3.52		1650		3.52		-74.36
2024-05-31 14:55:37.744377	JV		1645		2008.55		178.58		29.26		5.22		1645		5.22		-74.36
2024-05-31 14:55:37.987327	JV		1640		2002.44		384.98		28.68		11.04		1640		11.04		-74.36
2024-05-31 14:55:38.232962	JV		1635		1996.34		461.24		29.61		13.66		1635		13.66		-74.36
2024-05-31 14:55:38.476095	JV		1630		1990.23		488.76		24.51		11.98		1635		13.66		-74.36
2024-05-31 14:55:38.719271	JV		1625		1984.13		510.26		24.76		12.63		1635		13.66		-74.36
2024-05-31 14:55:38.962518	JV		1620		1978.02		524.85		25.46		13.36		1635		13.66		-74.36
2024-05-31 14:55:39.205747	JV		1615		1971.92		536.47		23.81		12.78		1635		13.66		-74.36
2024-05-31 14:55:39.448985	JV		1610		1965.81		544.79		22.00		11.99		1635		13.66		-74.36
2024-05-31 14:55:39.691713	JV		1605		1959.71		550.87		21.02		11.58		1635		13.66		-74.36
2024-05-31 14:55:39.934700	JV		1600		1953.60		557.13		19.78		11.02		1635		13.66		-74.36
2024-05-31 14:55:40.177886	JV		1595		1947.50		561.82		18.29		10.27		1635		13.66		-74.36
2024-05-31 14:55:40.420823	JV		1590		1941.39		566.90		17.76		10.07		1635		13.66		-74.36
2024-05-31 14:55:40.663880	JV		1585		1935.29		570.41		18.16		10.36		1635		13.66		-74.36
2024-05-31 14:55:40.906986	JV		1580		1929.18		574.78		19.48		11.19		1635		13.66		-74.36
2024-05-31 14:55:41.150354	JV		1575		1923.08		558.95		34.23		19.13		1575		19.13		-74.36
2024-05-31 14:55:41.393348	JV		1570		1916.97		579.45		8.60		4.98		1575		19.13		-74.36
2024-05-31 14:55:41.634174	JV		1565		1910.87		582.69		12.67		7.38		1575		19.13		-74.36
2024-05-31 14:55:41.878241	JV		1560		1904.76		585.07		13.66		7.99		1575		19.13		-74.36
2024-05-31 14:55:42.121258	JV		1555		1898.66		588.31		13.00		7.65		1575		19.13		-74.36
2024-05-31 14:55:42.364213	JV		1550		1892.55		590.60		12.00		7.09		1575		19.13		-74.36
2024-05-31 14:55:42.606813	JV		1545		1886.45		593.35		9.92		5.89		1575		19.13		-74.36
